식품명,No.,SAMPLE_ID,성분,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1포장당,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g),면,스프
큰컵 삼양라면골드,251,P078810-ZZ-AVG,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078810,식약처('21),105,445.0,-,9,14,71,3.0,1690.0,3.4,7,-,0,"소면백:분(미국산),변선전분,팜유(말레이시아산),정 제염(국내산), 미감에스유, 양파엑기스,면류첨가알칼리 제(산도조절제),구아검,녹차풍미유,비타민B2,구연산","가쓰오다시, 감칠맛베이스에스,오징어조미분말, 정제염,정백당,홍합조미분말,부대찌개베이스,새우엑 기스분말,굴농축액분말,맛베이스에스,무국베이스분 말, 아미노산혼합제제(영양강화제,향미증진제),다시마 엑기스분말, 대파즙분말,청양고추시즈닝분말,햄맛분 말,훈연참치, 향미증진제,마늘분말,채소풍미유분말,흑 후추분말, 양념간장분, 지미강화베이스분말,새우풍미 유, 파프리카추출물,팜유,칠리추출물,건당근후레이크, 건 경채후레이크,건미역, 건다시마,건파"
큰컵 쯔유간장우동,252,P078814-ZZ-AVG,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078814,식약처('21),130,490.0,-,11,16,75,8.0,1620.0,0,8,-,0,"소맥분(미국산, 호주산), 변성전분, 정제염(국내산), 양파엑기스 면류첨가알칼리제(산도조절제), 토로페롤혼합분말에스{덱스트린. d-토코페롤(혼합형), 시클로덱스트린, 유화용전분믹스), 비타민B2,","굴소스티케이[설탕, 정제소금(국내산), 이온물엿, 말토덱스트린, {굴농축액(굴:국내산)}]. 정제수, 감칠맛베이스, 정백당, 간장, 가쓰오부시추출액, 혼다시SY, 변성성분, 정제염, 분말카라멜(카라멜색소, 말토덱스트린), 팜유. 훈연참치. 향미증진제, DL-사과산, 매운조미고추맛분. 유산균발효분말, 볶음참깨, 동결건조대파"
큰컵 크림까르보불닭볶음면,253,P078817-ZZ-AVG,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078817,식약처('21),120,480.0,-,10,17,72,10.0,1270.0,5,9,-,0,":소맥분(미국산), 변성전분,팜유(말레이시아산),정제염(국내산),미감 에스유,면류첨가알칼리제(산도조절제),구아검,토코페롤혼합분말에스 (덱스트린,D-토코페롤(혼합형),시클로덱스트린,유화용전분믹스),비타 민B2,구연산,녹차풍미유","정제수, 혼합전지분유,정백당,매운치즈소스,그릴치킨농축액,치킨 향분말, 크림맛분말,정제염,대두유,하바네로맛시즈닝크림치즈탕시즈 닝,양파,모짜렐라치브분말,맛베이스에스매운고추베이스분말,마늘,버 터시즈닝분말,혼합치즈분말, 고추씨항미유, 변성전분, 지미강화육수분 말,파슬리후레이크,탈색칠리추출물,파프리카추출물,후추분,치킨카레 맛베이스유산균발효분말"
큰컵 4가지치즈불닭볶음면,254,P078821-ZZ-AVG,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078821,식약처('21),110,445.0,-,11,15,67,9.0,1550.0,4.9,7,-,0,"소맥분(미국산), 변성전분, 팜유(말레이시아산), 감자전분(독일산, 덴마크산), 정제염, 미감에스유, 면류첨가알칼리제(산도조절제), 구아검, 녹차풍미유​, 비타민B2, 구연산","모짜렐라치즈분말, 감칠맛베이스, 정백당, 정제수, 매운치즈소스, 혼합치즈분말, 정제대두유, 돈골농축액, 삼양간장본, 치킨향분말, 하바네로맛시즈닝, 정제염, 마늘, 매운고추베이스분말, 양파, 변성전분, 탈색칠리추출물, 파프리카추출물, 흑후추분말, 치킨카레맛베이스, 유산균발효분말"
진경여행라면 얼큰한맛,255,P080409-ZZ-AVG,,엔와이(주),2021,가공식품,유탕면,P080409,식약처('21),258,185.0,-,3,6,30,1.0,900.0,3,1.6,-,0,"소맥분(호주산,미국산), 팜유(말레이시아산), 변성전분, 정제염(국내산), 미감에스유, 생장,면류첨가알칼리제(산도조절 제),구아검,토코페롤혼합분말에스,카로틴베이스,구연산,녹차풍미유","스프베이스[육풍미베이스분말(대두:인도산/ 밀:미국산),정제소금(국산),L-글루탐산나트륨(향미증진제), 백설탕, 얼큰맛베이스(고추/중국산)],건당근(중국산),건파(중국산),알파콘 (옥수수/프랑스산), 프로크림(우유),산도조절제"
진경여행라면 짬뽕맛,256,P037510-ZZ-AVG,,엔와이(주),2020,가공식품,유탕면,P037510,식약처('20),44,185.0,-,3,6,30,1.0,910.0,3,1.6,-,0,"소맥분(호주산,미국산), 팜유(말레이시아산), 변성전분,정제염(국내산), 미감에스유, 생장, 면류첨가알칼리제(산도조절 제),구아검,토코페롤혼합분말에스,카로틴베이스,구연산,녹차풍미유","짬뽕베이스분말[해물짬뽕브로스 {아미노산간장1호(대두/인도산),말토덱스트린, 오징어페이스트 (오징어/국산),정제염,홍합(국산)),L-글루탐산나트륨(향미증진제), 정백당,건미역(국산),건파(중국산)],정제염, 고춧가루,볶음고추분말, 오징어조미분말NM,홍합엑기스분말,건당근, 건새우분말(새우),후추가루, 신미조정제,짬뽕풍미유,호박산이나트륨,5'-리보뉴클레오티드이나트륨(향미증진제), 분말카라멜,생강추출물분말"
굴진짬뽕 용기,257,P080792-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080792,식약처('21),110,455.0,-,8,17,67,5.0,1340.0,5,7,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 난각분말, 면류첨가알칼리제, 조미마늘엑기스, 굴엑기스, 구아검, 알긴산나트륨, 셀룰로스검, 녹차풍미유, 비타민B2.","굴짬뽕양념농축액, 굴엑기스, 해물야채볶음소스, 정제수, 감칠맛베이스, 볶음야채풍미유, 덱스트린, 청양초양념분말, 진한감칠맛분, 설탕, 마늘, 굴엑기스분말, 닭육수분말, 향미증진제, 정제소금, 닭육수농축액, 웍풍미소스, 대파풍미유, 후추분말, 뽕향미유, 건청경채, 건양배추, 굴맛조미후레이크, 건당근, 오징어조미후레이크, 건목이버섯, 건파, 건고추입자입니다."
깻잎라면,258,P080793-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080793,식약처('21),95,425.0,-,9,16,61,3.0,1700.0,0,8,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 식용유지가공품, 면류첨가알칼리제(산도조절제, 이스트엑기스, 마늘시즈닝, 난각분말, 유화유지, 비타민B2, 녹차풍미유)","깻잎 블랙깻잎, 정제소금, 설탕, 포도당, 쇠고기볶음맛분말, 비프베이스분말, 구운쇠고기분, 감자전분, 조미육수분말, 간장분말, 매운볶음베이스, 참맛다대기양념분말, 간장베이스, 가다랑어 양념분말, 사태양념분말, 유지혼합분말, 숙성마늘맛분, 복합지미분, 볶음참깨분말, 후추분말, 칠리추출물, 식용유지가공품, 향미증진제, 고춧가루, 잔탄검, 비프분말,산도조절제, 매운칠리추출물"
라면볶이,259,P080797-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080797,식약처('21),120,465.0,-,8,13,79,13.0,900.0,0,7,-,0,"소맥분, 팜유, 변성전분, 감자전분, 식용유지가공품, 육수추출농축액, 유화유지, 글루텐, 난각분말, 면류첨가 알칼리제(산도조절제), 비타민 B2, 녹차풍미유","고추장(물엿, 소맥분, 고춧가루, 밀쌀, 정제소금), 백설탕, 프락토올리고당, 양파, 고추장양념소스, 정제수, 마늘, 혼합간장, 정제소금, 로스팅고추분말, 고춧가루, 사골추출물, 칠리시즈닝소스, 향미증진제, 참치조미간장, 야채볶음분말, 로스팅양파분말, 진한감칠맛분, 산도조절제, 참맛양지분말, 칠리추출물, 카라멜색소, 지미맛분말, 후추분말, 건양배추, 건파, 건조맛살어묵"
부산어묵탕라면,260,P080798-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080798,식약처('21),100,430.0,-,10,14,66,10.0,1810.0,5,7,-,0,"소맥분, 감자전분, 변성전분, 팜유, 글루텐, 정제소금, 양파추출물, 면류첨가 알칼리제 (산도조절제), 유화유지, 난각분말, 구아검, 알긴산나트륨, 셀룰로오스검, 비타민B2, 녹차풍미유","우동풍미분, 설탕, 부산어묵맛분말, 우동베이스분말, 간장분말, 포도당, 양조간장분말, 쇠고기육수분말, 참맛다시분말, 가쓰오과립분말, 참치조미분말, 진한 감칠맛분, 고춧가루, 덱스트린, 옥수수전분, 칠리맛분말, 정제소금, 후추분말, 식물성유지, 향미증진제, 산도조절제, 부산어묵맛후레이크, 새우맛볼후레이크, 반달어묵 후레이크, 건파, 건미역, 구운김"
송송썰린 김치가 푸짐한 김치찌개라면,261,P080800-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080800,식약처('21),105,455.0,-,10,16,68,5.0,1830.0,0,8,-,0,"소맥분, 변성전분, 팜유, 글루텐, 난각분말, 치킨추출농축액, 마늘시즈닝, 야채추출물, 면류첨가 알칼리제(산도조절제), 비타민B2, 녹차풍미유","김치찌개블럭(김치, 덱스트린, 옥수수전분, 정제소금), 복합지미분, 설탕, 포도당, 조미육수분말, 유지혼합분말, 마늘농축조미분말, 매운고추양념분말, 숙성마늘맛분, 참맛양지분말, 옥수수맛조미분, 간장양념베이스, 간장분말, 복합양념분말, 고춧가루, 칠리맛분말, 향미증진제, 산도조절제, 사골양념분말, 구운김맛시즈닝, 후추분말, 생강분말, 건파"
송탄 영빈루 짜장,262,P080801-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080801,식약처('21),125,530.0,-,11,18,81,6.0,1290.0,0,8,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 기타 식용유지가공품, 이스트추출물, 면류첨가 알칼리제(산도조절제), 양파추출물, 유화유지, 구아검, 알긴산나트륨, 셀룰로오스검, 비타민B2, 녹차풍미유","볶음짜장소스[짜장페이스트{춘장}, 볶음양파오일{옥수수유}], 조미쇠고기맛후레이크, 참맛간짜장페이스트, 정제수, 올리고당, 참맛간짜장분말, 양파풍미유, 식물성유지, 설탕, 삼선짜장페이스트, 포도당, 카라멜색소, 로스팅양파분, 진한감칠맛분, 향미증진제, 양파볶음베이스, 구운쇠고기분말, 영양강화제, 생강분말, 참기름, 건양파"
송탄 영빈루 짬뽕,263,P080802-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080802,식약처('21),120,470.0,-,10,16,72,5.0,1670.0,5,8,-,0,"소맥분, 변성전분, 팜유, 감자전분, 정제소금, 글루텐, 조미마늘추출물, 면류첨가 알칼리제(산도조절제), 구아검, 알긴산나트륨, 셀룰로오스검, 비타민B2, 녹차풍미유","짬뽕양념농축액{정제소금, 냉동피망}, 정제수, 사골추출물, 우육페이스트, 해물야채볶음소스, 양지풍미페이스트, 변성전분, 식물성크림, 진한감칠맛분, 덱스트린, 감칠맛베이스, 정제소금, 굴추출물분말, 포도당, 고추맛추출기름, 고춧가루, 짬뽕향미유, 효모추출조미분말, 매운맛분말, 쇠고기조미유, 불맛시즈닝분말, 웍풍미소스, 칠리추출물, 후추분말, 조미쇠고기맛후레이크, 건청경채, 오징어조미후레이크, 건양배추, 건조링홍고추후레이크"
쇠고기미역국라면Cup,264,P080803-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080803,식약처('21),60,235.0,-,5,9,34,1.0,1030.0,2,4,-,0,"소맥분, 변성전분, 팜유, 쌀가루, 고올레산해바라기유, 감자전분, 글루텐, 정제소금, 면류첨가 알칼리제(산도조절제), 미역국농축페이스트, 알긴산나트륨, 셀룰로오스검, 강황추출액, 녹차풍미유","양지풍미페이스트[양지풍미베이스{정제소금, 쇠고기농축액, 돈골추출농축액{돈골추출액}}, 식물성크림, 정제소금, 저감미당], 미역국농축페이스트, 덱스트린, 사골추출물, 올리고당, 정제수, 참맛양지육수페이스트, 쇠고기다시, 진한감칠맛분, 설탕, 마늘, 고소한맛분말, 미역분말, 건미역, 볶은미역, 조미쇠고기맛후레이크"
순후추라면 매운맛,265,P080804-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080804,식약처('21),105,475.0,-,9,19,47,6.0,1790.0,0,9,-,0,"소맥분(밀:미국산, 호주산), 변성전분, 팜유(말레이시아산), 글루텐, 정제소금, 난각분말, 조미마늘추출물, 마늘시즈닝, 면류첨가알칼리제(산도조절제), 야채추출물, 비타민B2, 녹차풍미유","정제소금(국산), 쇠고기볶음맛분말, 바지락육수분말, 포도당, 설탕, 흑후추분말{흑후추(외국산:베트남, 인도네시아, 말레이시아 등)}, 간장분말, 조미육수분말, 참맛다대기양념분말, 볶음참깨분말, 혼합야채분, 간장베이스, 구운쇠고기분말, 매운볶음베이스, 복합지미분, 비프베이스분말, 사태양념분말, 숙성마늘맛분, 유지혼합분말, 참맛장조림분말, 고춧가루, 야채조미베이스, 향미증진제, 기타 식용유지가공품, 칠리추출물, 잔탄검, 매운칠리추출물, 산도조절제, 계란스크램블, 건당근, 건파, 건고추입자, 건표고버섯"
순후추라면 사골곰탕맛,266,P080805-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080805,식약처('21),105,470.0,-,10,17,69,3.0,1770.0,2.7,9,-,0,"소맥분(밀:미국산, 호주산), 팜유(말레이시아산), 변성전분, 감자전분(외국산:덴마크,프랑스,독일 등), 쌀가루, 글루텐, 정제소금, 귀리식이섬유, 면류첨가알칼리제(산도조절제), 난각분말, 이스트엑기스, 야채풍미액, 비타민B2, 녹차풍미유","사골농축분말[사골엑스분말{농축사골액(사골엑기스:뉴질랜드산)}], 정제소금, 사태양념분말, 사골엑기스분말(사골추출물:호주산), 덱스트린, 사골양념분말[사골엑기스{사골농축액(사골:뉴질랜드산)}], 복합지미분, 유청혼합분말, 포도당, 진한풍미맛분, 식물성크림, 향미증진제, 마늘양념분말, 뉴크림전지분, 유크림혼합분, 맛베이스, 진한감칠맛분, 동결건조중파, 백후추분말(백후추:베트남산), 영양강화제, 육수추출농축분말, 혼합야채분, 흑후추분말{흑후추(외국산:베트남, 인도네시아, 말레이시아 등)}, 동결건조파, 숙성마늘맛분, 유화제, 고소한향미분말, 식물성유지"
스낵면 Cup,267,P080806-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080806,식약처('21),62,265.0,-,5,9,41,3.0,1200.0,0,3.4,-,0,"소맥분(밀:미국산, 호주산), 변성전분, 팜유(말레이시아산), 고올레산해바라기유(외국산, 아르헨티나, 스페인, 프랑스 등), 정제소금, 기타 식용유지가공품, 이스트추출물, 글루텐, 면류첨가알칼리제(산도조절제), 유화유지, 비타민B2, 녹차풍미유","참맛쇠고기육수분말, 간장분말, 치킨추출농축분말, 정제소금, 설탕, 옥수수전분, 쇠고기육수분말, 간장베이스, 쇠고기조림분말, 쇠고기향미분말, 쇠고기추출물분말, 미역국농축분말, 감칠맛베이스, 포도당, 효모, 향미증진제, 표고버섯볶음분말, 로스팅양파분말, 후추분말, 유지혼합분말, 칠리추출물, 고춧가루, 비프분말, 건미역, 건당근, 조미쇠고기맛후레이크"
스낵면용기,268,P080807-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080807,식약처('21),90,425.0,-,8,20,53,3.0,1680.0,0,10,-,0,"소맥분(미국산,호주산), 팜유(말레이시아산), 변성전분, 정제소금, 기타식용유지가공품, 글루텐, 이스트엑기스, 면류첨가알칼리제(산도조절제), 난각분말, 유화유지, 비타민B2, 녹차풍미유","정제소금, 참맛쇠고기육수분말, 간장분말, 치킨추출농축분말, 백설탕, 전분, 쇠고기육수분말, 간장베이스, 쇠고기조림분말, 쇠고기향미분말, 쇠고기추출물분말, 미역국농축분말, 감칠맛베이스, 식용유지가공품, 포도당, 불활성건조효모, 향미증진제, 표고버섯볶음분"
스파게티용기,269,P080808-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080808,식약처('21),120,480.0,-,9,17,73,8.0,730.0,0,8,-,0,"소맥분(밀: 미국산,호주산), 변성전분, 팜유(말레이시아산), 감자전분. 기타식용유지가공품, 글루텐, 귀리식이섬유, 난각분말, 이스트엑기스, 면류첨가알칼리제(산도조절제), 비타민B2, 녹차풍미유","토마토페이스트(중국산), 설탕, 올리고당, 식물성유지, 화이트식초, 덱스트린, 정제수, 정제소금, 아라비아따소스, 토마토분말, 양파, 치즈분말, 생크림분말, 허브앤치즈믹스, 포도당, 토마토소스, 피망, 건포도페이스트, 버터체다혼합분말, 마늘, 향미증진제, 스파게티소스분말, 올리브유, 파프리카추출색소, 참맛순한항신분말, 토마토향미유, 산도조절제, 진한감칠맛분. 배농축조미액, 스파이스조미분말, 후추분말, 건스위트콘, 조미맛단백, 건당근. "
열라면Cup,270,P080809-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080809,식약처('21),62,272.0,-,6,8,44,3.0,1200.0,0,3.5,-,0,"소맥분(미국산,호주산), 변성전분, 팜유(말레이시아산), 고올레산해바라기유(외국산 아르헨티나, 스페인, 프랑스 등), 정제소금, 식용유지가공품, 글루텐, 마늘 시즈닝, 유화유지, 난각분말, 면류첨가알칼리제(산도조절제), 비타민B2, 녹차풍미유","참맛고추양념분말, 정제소금, 조미육수분말, 진한감칠맛분, 포도당, 간장 베이스, 버섯야채조미분말, 전분, 백설탕, 식용유지가공품, 유지혼합분말, 고춧가루, 간장분말, 향미증진제, 참맛해물육수분말, 절임고추볶음분말, 칠리맛분말, 볶음마 놀분, 후추분말, 칠리추출물, 고추농축소스, 청양고추추출물분말, 건파, 건표고버섯, 건고추입자"
오뚜기 리얼치즈라면,271,P080810-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080810,식약처('21),120,480.0,-,10,17,72,7.0,1370.0,5,9,-,0,"소맥분, 변성전분, 팜유, 글루텐, 정제소금, 마늘 시즈닝, 면류첨가알칼리제, 비타민B2, 녹차풍미유","리얼치즈소스 유청분말, 치즈혼합분말, 정제소금, 버터체다혼합분말, 설탕, 뉴크림전지분, 감자전분, 포도당, 진한감칠맛분, 혼 합야채분, 향미증진제, 야채치킨육수분말, 복합양념분말, 잔탄검, 후추분말, 칠리 혼합추출물, 감칠맛베이스, 강황, 파스타, 미트햄맛후레이크, 건청경채, 건브로콜 리, 건당"
오뚜기 볶음진짬뽕,272,P080811-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080811,식약처('21),110,450.0,-,9,16,67,8.0,1000.0,10,7,-,0,"맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 기타 식용유지가공품, 감칠맛조미액, 면류첨가알칼리제(산도조절제), 유화유지, 구아검, 알긴산나트륨, 비타민B2, 셀룰로스검, 녹차풍미유","올리고당, 볶음짬뽕소스, 설탕, 오징어추출물, 짬뽕향미유, 정제수, 해물양념소스, 고추장, 진한감칠맛분, 짬뽕양념농축액, 미더덕추출물, 포도당, 야채농축액, 버섯양념농축액, 양조간장, 해물찌개브로스, 유지혼합분말, 마늘, 칠리맛분말, 파프리카추출색소, 고추맛추출기름, 향미증진제, 칠리추출물, 후추분말, 건당근, 건청경채, 건조채심, 오징어링후레이크, 건파, 조미쇠고기맛후레이크, 건목이버섯"
오뚜기 부대찌개라면,273,P080812-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080812,식약처('21),115,450.0,-,12,13,71,6.0,1840.0,5,7,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 유화유지, 면류첨가알칼리제, 햄맛페이스트, 난각분말, 비타민 B2, 녹차풍미유.","사골육수농축액, 야채농축액, 부대찌개양념소스, 정제수, 복합지 미분, 설탕, 덱스트린, 식용우지, 간장분말, 마늘, 진한감칠맛분, 고춧가루, 햄맛베이스분말, 부대찌개양념분말, 쇠 고기베이스분말, 참맛육수분말, 야채양념소스, 김치양념농축액, 조미육수분말, 포도당, 소시지맛조미분말, 쇠고기 육수분말, 이스트추출물, 유지혼합분말, 햄맛페이스트, 정제소금, 칠리추출물, 건청경채, 조미쇠고기맛후레이크, 건양배추, 미트햄맛후레이크, 소시지맛후레이크, 건조김치, 건파, 건고추입자"
오뚜기 북엇국라면,274,P080813-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080813,식약처('21),95,425.0,-,11,15,61,4.0,1320.0,15,8,-,0,"소맥분, 팜유, 변성전분, 감자전분, 글루텐, 정제소금, 야채풍미액, 이스트엑기스, 유화유지, 면류첨가알칼리제(산도조절제), 구아검, 알긴산나트륨, 셀룰로스검, 비타민B2, 녹차풍미유","북어해장국분말, 정제소금, 포도당, 사골농축분말, 혼합야채분, 설탕, 참맛사골양념분말, 유청혼합분말, 식물성크림, 청양초양념분말, 감자전분, 진한감칠맛분, 효모추출조미분말, 조미고추맛분말, 감칠맛베이스, 고소한향미분말, 후추분말, 청양고추추출물분말, 북어후레이크,건조무채, 계란후레이크, 건파, 건조링고추 후레이크"
오뚜기 새우탕면,275,P080814-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080814,식약처('21),110,470.0,-,11,15,73,2.0,1650.0,7,8,-,0,"소맥분, 백성전분, 팜유, 글루텐, 정제화유지, 마늘 시즈닝, 감칠맛조미료류장사분말, 난각분말, 연류첨가알칼.","린산, 해물양념분말, 새우맛시즈닝, 성장, 한단양주말, 매운고추양념분말, 간장베이스, 단복합지미분, 알파옥수수분말, 유지혼합분말, 조미육수분말, 향미증진제, 새우맛살어묵, 건새우, 건미역, 건파."
오뚜기 유부우동,276,P080815-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080815,식약처('21),100,445.0,-,11,17,62,7.0,1580.0,5,7,-,0,"소맥분, 변성전분, 팜유, 고올레산해바라기유, 감자전분, 글루텐, 정제소금, 기타 식용유지가공품, 면류첨가알칼리제, 구아검, 알긴산나트륨, 셀룰로스검, 이스트추출물, 양파추출물, 유화유지, 비타민 B2, 녹차풍미유.","건조유부, 우동풍미분, 설탕, 참맛다시분말, 우동베이스분말, 간장분말, 쇠고기육수분말, 양조간장분말, 참치조미분말, 가쓰오조미분말, 진한감칠맛분, 포도당, 정제소금, 후추분말, 고춧가루, 향미증진제, 산도조절제, 구운김, 건파, 건미역."
오뚜기 진라면 순한맛,277,P080816-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080816,식약처('21),110,495.0,-,11,18,72,3.0,1490.0,0,10,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 마늘시즈닝, 난각분말, 유화유지, 면류첨가알칼리제, 이스트엑기스, 육수추출농축액, 녹차풍미유, 비타민 B2.","정제소금, 설탕, 참맛사골양념분말, 사골양념분말, 참맛양지분말, 조미육수분말, 비프베이스분말, 육수추출농축분말, 맛베이스, 간장양념베이스, 간장분말, 감칠맛베이스, 진한감칠맛분, 오뚜기참치간장분말, 참맛볶음장분말, 쇠고기육수분말, 향미증진제, 복합양념분말, 볶음향미분말, 홍고추성마늘맛분, 감칠맛조미분, 로스팅조미분말, 유지혼합분말, 포도당, 오뚜기비프시즈닝, 육수맛조미분, 조미야채분말, 볶음마늘분, 고추맛베이스, 후추분말, 마늘농축조미분, 숙옥수수전분, 이스트추출물분말, 참맛효모조미분말, 매운고추양념분말, 영양강화제, 칠리혼합추출물, 조미쇠고기맛후레이크, 건파, 건당근, 건표고버섯, 건청경채, 건미역."
오뚜기 진짜장,278,P080817-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080817,식약처('21),115,480.0,-,10,16,74,7.0,990.0,5,7,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 기타 식용유지가공품, 이스트추출물, 면류첨가알칼리제, 유화유지, 양파추출물, 구아검, 알긴산나트륨, 셀룰로스검, 비타민B2, 녹차풍미유.","볶음짜장소스, 올리고당, 참맛 간짜장페이스트, 정제수, 설탕, 식물성유지, 짜장시즈닝분말, 양파풍미유, 짜장조미분말, 참맛간짜장분말, 삼선짜장페이스트, 짜장시즈닝오일, 카라멜색소, 참맛효모조미분말, 진한감칠맛분, 향미증진제, 영양강화제, 로스팅양파분, 포도당, 양파볶음베이스, 구운쇠고기분말, 정제소금, 대두단백, 건양배추, 동결건조완두콩, 계란조미후레이크, 조미쇠고기맛후레이크, 튀김감자다이스, 건양"
오뚜기 진짬뽕,279,P080818-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080818,식약처('21),115,485.0,-,9,21,65,6.0,1790.0,5,9,-,0,"소맥분, 감자전분, 팜유, 변성전분, 글루텐, 정제소금, 감칠맛조미액, 야채풍미액, 면류첨가알칼리제, 구아검, 알길산나트륨, 설룰로스검, 비타민B2, 녹차풍미유.","정제수, 짬뽕양념농축액, 해물양념소스, 홍합농축분말, 오징어추출물, 닭육수농축액, 홍합농축액, 해물야채볶음소스, 사골추출물, 디더덕추출물, 짬뽕향미유, 볶음야채향미유, 오징어양념분말, 마늘, 양파, 감칠맛베이스, 진한감칠맛분, 고춧가루, 해물찌개브로스, 조미육수분말, 고추맛추출기름, 조미채종유, 설탕, 향미증진제, 웍풍미소스, 덱스트린, 칠리추출물, 매운칠리추출물, 영양강화제, 건청경채, 건양배추, 오징어조미후레이크, 건당근, 게맛살조미후레이크, 건파, 건미역, 건목이버섯."
오뚜기 참깨라면,280,P080819-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080819,식약처('21),110,495.0,-,9,20,70,4.0,1590.0,15,8,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 면류첨가알칼리제, 유화유지, 마늘시즈닝, 볶음참깨분말, 구아검, 비타민B2, 녹차풍미유","고소한 참깨계란블럭, 정제소금, 포도당, 간장분말, 고추맛추출기름, 참기름, 고춧가루, 고소한향미분말, 옥수수전분, 매운고추양념분말, 감칠맛베이스, 간장베이스, 참맛매운양념분말, 설탕, 참맛육수분말, 조미육수분말, 고소한맛풍미유, 알파옥수수분말, 진한감칠맛분, 콩기름, 후추분말, 볶음마늘분, 참맛사골양념분말, 쇠고기육수분말, 마늘양념분말, 로스팅맛분말, 로스팅조미분말, 볶음참깨분말, 향미증진제, 사골농축분말, 매운칠리추출물, 칠리추출물, 산도조절제, 건파, 볶음참깨, 건미역, 구운김"
오뚜기 철판뽀끼,281,P080820-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080820,식약처('21),125,530.0,-,9,21,76,13.0,1260.0,0,9,-,0,"소맥분, 팜유, 변성전분, 감자전분, 정제소금, 기타 식용유지가공품, 감칠맛조미액, 양조간장, 면류첨가알칼리제, 비타민B2, 녹차풍미유","우스타소스, 건양배추, 올리고당, 양조간장, 설탕, 대두유, 가쓰오간장소스, 참맛간짜장페이스트, 양파풍미유, 옥수수유, 변성전분, 혼합야채풍미유, 고기고명, 건조무채, 정제수, 덱스트린, 복합지미분, 효모추출조미분말, 카라멜색소, 고추맛추출기름, 진한감칠맛분, 생강분말, 향미증진제, 백후추, 잔탄검"
