식품명,No.,SAMPLE_ID,성분,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1포장당,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g),면,스프
불닭볶음면,200,P031453-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031453,식약처('20),120,545.18,-,12.38,16.42,87.41,1.31,1316.59,0,8.21,-,0,"소맥분(미국산), 변성전분, 팜유(말레이시아산), 활성소맥글루텐(프랑스산), 정제염, 미감에스유, 면류첨가알칼리제(산도조절제), 구아검, 비타민B2, 구연산, 녹차풍미유.","정제수, 삼양간장본, 정백당, 그릴치킨농축액, 치킨향분말, 대두유, 하바네로맛시즈닝, 양파, 고추분, 고추씨향미유, 맛베이스에스, 매운고추베이스분말, 마늘, 지미강화육수분말, 변성전분, 탈색칠리추출물, 파프리카추출물, 후추분, 치킨카레맛베이스, 유산균발효분말, 볶음참깨, 구운김후레이크.​"
수타면,201,P031458-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031458,식약처('20),120,600.52,-,11.99,18.12,97.38,1.31,2181.1,0,9.51,-,0,"소맥분(미국산), 변성전분, 팜유(말레이시아산), 변성전분, 감자전분(독일산, 덴마크산), 정제염, 활성소맥글루텐, 미감에스유, 면류첨가알칼리제(산도조절제), 구아검, 비타민B2, 구연산, 녹차풍미유.","수타베이스, 정백당, 양념갈비맛분말, 육수맛분말, 돈골농축액분말, 볶음양념분말, 정제염, 맛베이스에스, 발효간장베이스, 비프조미분말, 하바네로맛시즈닝, 농후미, 마늘분말, 볶음양파분말, 후추분, 비프맛시즈닝오일, 향미증진제, 파프리카추출물, 지미강화베이스분말, 칠리추출물, 청경채, 실당근, 건파, 조미건조홍고추, 표고버섯"
쌀라면,202,P031459-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031459,식약처('20),120,522.65,-,13.07,16.33,80.58,1.31,1938.1,0,8.71,-,0,"쌀가루(30%:국내산), 소맥분(미국산,호주산), 전분, 팜유, 활성 소맥글루텐, 정제염, 감미유 S, 양파엑기스, 면류 첨가알칼리제(탄산칼륨, 탄산나트륨,제이인산나 트륨, 폴리인산나트륨, 피로인산나트륨), 구아검, 비타민B, 구연산, 녹차풍미유","정제염, 설탕, 소고기베이스, 비프조미분말, 사골풍미분, 실당근, 마늘, 청양고추베이스분말, 건양배추, 표고슬라이스, 맛베이스에스, 매운고추베이스분말, 무국베이스, 발효간장베이스, 조미맛분, 혼합양념분말, 고추분, 대파즙분말, 지미강화육수분, 크림맛분말, 청경채, 매운양념분말, 볶음양념분말, 양지맛분말, 육개장양념분말, 건파, 마늘분, 양념간장분, 양파분, 지미맛분말, 후추분, 건청파, 건홍피망후레이크, 비프맛시즈닝오일, 이산화규소, 고추씨기름, 향미증진제, 파프리카추출색소, 팜유, 생강, 호박산이나트륨, 마늘맛오일,난황(계란)"
열무비빔면,203,P031462-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031462,식약처('20),120,581.47,-,9.94,19.87,90.86,7.75,1351.4,0,9.94,-,0,"소맥분(미국산), 변성전분, 팜유(말레이시아산), 정제염(국내산), 미감에스유, 면류첨가알칼리제(산도조절제), 구아검, 파프리카추출물, 구연산, 녹차풍미유","고추장(찹쌀혼합양념, 물엿, 혼합양념, 소맥분, 분말혼합양념), 고과당, 정 백당, 정제수,대두유, 양조식초, 조미맛분, 사과농축액, 삼양간장본, 배농축액, 정제염, 건열무(중국산), 매실농축액, 참기름, 향미증진제, 고추분, 콩나물엑기스 분말, DL-사과산, 매운고추베이스분말, 하바네로맛시즈닝, 후추분, 마늘맛오일, 생강분, 파프리카추출물, 유산균발효분말"
이마트 맛승부 매운맛,204,P031464-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031464,식약처('20),120,500.0,-,10,16,79,3.6,1870.0,0,8,-,0,"소맥분, 팜유, 전분, 정제염, 감미유S, 면류첨가알칼리제, 구아검, 비타민B2, 구연산, 녹차풍미유","설탕, 정제염, 소고기베이스, 발효간장베이스, 맛베이스에스, 매운고추베이스분말, 조미맛분, 지미강화육수분, 육개장양념분말, 실당근, 건양배추, 건파, 조미육개장분말, 매운양념분말, 청경채, 표고버섯, 매운조미고추맛분, 참깨분말, 후추분, 지미맛분말, 향미증진제, 건홍피망후레이크, 고추씨기름, 파프리카추출색소, 올레오레진캡시컴 "
이마트 육개장컵,205,P031468-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031468,식약처('20),120,1022.48,-,17.04,44.31,139.74,1.67,4124.0,0,23.86,-,0,"소맥분(미국산, 호주산), 변성전분, 팜유(말레이시아산), 감자전분(독일산, 덴마크산), 감미유S, 야채풍미액, 글루텐, 정제염, 면류첨가알칼리제(산도조절제), 구아검, 비타민B2, 녹차풍미액","정제염, L-글루탐산나트륨, 향미증진제, 양조간장분말, 양지베이스분말, 건당근, 건양배추, 고농축간장분말, 쇠고기맛분, 조미분에이, 조미간장양념부느 사골엑기스분말, 건청경채, 포도당, 매운풍미분, 소용돌이맛살, 고춧가루, 육수풍미분말, 대파엑기스파우더, 조미마늘분, 무우즙분말, 매운양념분말, 향미증진제, 치킨스톡분말, 흑후추분말, 산도조절제, 파프리카추출색소, 생강풍미분말"
이마트 하바네로라면,206,P031469-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031469,식약처('20),120,533.54,-,10.89,17.42,82.75,1.31,2047.03,0,8.71,-,0,"소맥분 (미국산, 호주산), 전분(태국산), 팜유, 활성소맥글루텐, 정제임, 미감에스유, 면류첨가알칼리제(산도도절제), 구아검, 토코페롤혼합분말에스, 비타민B2, 구연산, 녹차풍미유","정백당, 양념갈비맛분말, 육수맛분말, 정제염, 비프조미분말, 발효간장베이스, 맛베이스에스, 비프조미분말, 하바네로맛시즈닝, 고추장분말, 볶음양파분말, 사태추출물분말, 무국베이스, 향미증진제, 후추분, 대파즙분말, 매운조미고추맛분, 비프 맛시즈닝오일, 마늘분말, 올레오레진캡시컴, 파프리카추출색소, 조미비프맛후레이크, 실당근, 건조채심, 건파, 표고슬라이스, 조미건조홍고추 (소맥분(밀), 탈지대두(대두), 돼지고기, 계란, 우유위 "
장수면,207,P031470-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031470,식약처('20),120,517.2,-,10.89,16.33,81.66,1.31,2134.1,0,8.71,-,0,"소맥분(미국산, 호주산), 전분(독일산, 덴마크산) 팜유, 활성소맥글루텐, 우유, 귀리분, 정제염, 미감에스유, 참깨분말, 양파엑기스, 면류첨가알칼리제(산도조절제, 구아검, 비타민B2, 구연산, 녹차풍미유","정제염, 설탕, 장수베이스, 조미맛분, 맛베이스에스, 식물성간장분말, 양념간장분, 지미맛분말, 콩나물엑기스분말, 혼합양념분말, 해조칼슘, 고추분, 김치조미분말, 돈육풍미분말, 볶음양념분말, 미분, 베이컨항분말, 후추분, 김치찌개풍미분말 부대찌개분말 향미증진제, 매운조미고추맛분 압착올리브유, 이스트엑기스분말, 파프리카추출색소, 디엘사과산마늘맛오일, 호박산이나트륨, 건파, 동결건조파, 실당근, 청경채, 표고슬라이스 마늘슬라이스, 건브로콜리 후레이크 [소맥분(밀),탈지대두(대두),돈지(돼지고기), 난백(계란), 우유,땅콩"
짜짜로니,208,P031471-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031471,식약처('20),120,591.41,-,11.38,22.61,85.39,7.2,1224.0,0,10.22,-,0,"소맥분(미국산), 팜유(말레이시아산), 변성전분, 정제염(국내산), 미감에스유, 면류첨가알칼리제(산도조절제), 구아검, 양파엑기스, 토코페롤혼합분말에스{덱스트린, d-토코페롤(혼합형), 시클로덱스트린 ,유화용전분믹스}, 스프플레이버, 녹차풍미유, 구연산","정제수, 짜장분말, 정백당, 춘장, 대두유, 양파, 돈골농축액, 양파분, 굴소스-티케이, 숯불맛분말, 조미유에스, 카라멜색소, 변성전분, 식물성크림분말, 고과당, 정제염, 맛베이스에스, 향미증진제, 신미제(산도조절제), 유산균발효분말, 조미콩단백, 건감자튀김, 건양배추후레이크, 건조양파"
큰컵 삼양라면,209,P031481-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031481,식약처('20),115,490.0,-,10,17,74,4.0,1580.0,0,9,-,0,"소맥분(미국산, 호주산), 변성전분, 팜유(말레이시아산), 정제염(국내산), 미감에스유, 양파엑기스, 면류첨가알칼리제(산도조절제), 구아검, 비타민B2, 구연산, 녹차풍미유","맛조아베이스, 정백당, 정제염, 맛베이스에스, 양념간장분, 조미맛분, 아미노산혼합제제(영양강화제, 향미증진제), 장수베이스, 팜유, 향미증진제, 고추분, 마늘분말, 볶음조미소맥분, 혼합전지분유, 매운조미고추맛분, 후추분, 돈육풍미분말, 이스트엑기스분말, 혼합양념분말, 파프리카추출물, 조미콩단백, 실당근, 청경채, 건파, 건미역"
큰컵 유부우동,210,P031482-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031482,식약처('20),80,270.53,-,4.67,8.7,43.07,2.88,1029.8,0,4.67,-,0,"소맥분(미국산,호주산), 전분(태국산, 독일산), 팜유, 미감에스유, 면류첨가알칼리제(산도조절제), 양파엑기스, 구아검, 구연산, 녹차풍미유","정백당, 식물성간장분말, 가쓰오맛조미염, 가다랑어맛분말, 간장조미분말, 우동풍미분말, 조미맛분, 육수맛분말, 무수결정포도당, 멸치엑기스분말, 다시마엑기스분말, 맛베이스에스,카라멜색소, 후추분, 훈연참치, 향미증진제, 고추분, 구운김, 무국베이스분말, 양파분, 팜유, 고단백건조유부, 소용돌이핑크건조어묵. 건미역, 건파 소맥분(밀), 탈지대두(대두), 난황. 난백(계란)}"
토마토 비비올레,211,P031484-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031484,식약처('20),120,558.72,-,9.22,17.28,92.16,1.31,1209.6,0,8.06,-,0,"소맥분(미국산, 호주산), 전분(태국산, 독일산), 팜유, 정제염, 미감에스유, 면류첨가알칼리제(산도조절제), 구아검, 파프리카추출색소, 구연산, 녹차풍미유","토마토베이스[토마토페이스트72% (중국산), 홀토마토22.96%(이탈리아산), 정제염, 디엘-사과산),정백당, 고과당, 허브맛베이스, 양파, 양조식초, 간장, 마늘, 정제염, 대두유, 참기름, 고추냉이향분말(와사비분말형, 양와사비분말), 파프리카추출색소, 합성착향료 (토마토향), 올레오레진캡시컴, 영양강화제, 파슬리후레이크, 소맥분(밀), 탈지대두(대두), 토마토"
포장마차 우동얼큰한맛,212,P031486-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031486,식약처('20),120,594.0,-,11.95,18,96.05,4.07,2148.0,0,9.65,-,0,"소맥분(미국산, 호주산), 변성전분 팜유(말레이시아산), 정제염, 미감에스유, 면류첨가알칼리제 (산도조절제), 양파엑기스, 구아검, 비타민B2, 구연산, 녹차풍미유","정백당, 정제염, 가쓰오맛조미염, 홍합엑기스분말, 맛베이스에스, 소고기베이스, 야채베이스분말, 훈연참치, 간장조미분말, 매운고추지미베이스분말, 볶음양념분말, 비프조미분말, 오징어조미분말, 해물볶음베이스분말, 고추분, 발효간장베이스, 양파마늘엑기스분말, 간장분말, 식물성간장분말, 황태조미분, 가다랑어맛분말, 양념간장분, 크림맛분말, 고추씨기름, 비프풍미분, 아미노산혼합제제(향미증진제, 영양강화제), 향미증진제, 매운조미고추맛분, 혼합양념분말, 후추분, 파프리카추출물, 건미역, 실당근, 건파, 각다시마, 돈지(돼지고기), 탈지대두(대두), 유청분말(우유), 새우, 토마토"
한우특+뿔면,213,P031490-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031490,식약처('20),120,594.72,-,12.53,20.02,91.44,1.31,2166.1,0,10.08,-,0,"소맥분(미국산, 호주산), 전분 (태국산), 팜유, 정제염, 미감에스유, 면류첨가알칼리제(산도조 절제), 구아검, 비타민B, 구연산, 녹차풍미유","한우소고기베 이스, 정백당, 육수맛분말, 양지무베이스분말, 맛베이스에스, 발효 간장베이스, 표고버섯분말, 한우육개장양념분말, 정제염, 한우사골 풍미분, 아미노산혼합제제(영양강화제, 향미증진제), 간장조미분말, 로스팅마늘분말, 매운고추베이스분말, 비프풍미분, 한우비프조미 분말, 후추분, 향미증진제, 마늘분말, 매운조미고추맛분, 비프맛 시즈닝오일, 파프리카추출색소, 마늘맛오일, 조미비프맛후레이크, 실당근, 건조채심, 건파, 마늘슬라이스, 조미건조홍고추"
간짬뽕,214,P014331-ZZ-AVG,,삼양식품,2017,가공식품,유탕면,P014331,식약처 산업체제공('17),120,570.82,-,11.38,20.59,85.39,6.97,1100.5,0,9.22,-,0,"소맥분(미국산), 변성전분, 팜유(말레이시아산), 활성소맥글루텐(프랑스산), 정제염, 미감에스유, 면류첨가알칼리제(산도조절제), 구아검, 비타민B2, 구연산, 녹차풍미유","정제수, 고과당, 정백당, 꽃게농축액, 새우엑기스, 오징어엑기스, 대두유, 삼양간장본, 가쓰오다시, 고추분, 새우엑기스분말, 양파, 오징어조미분말, 홍합조미추출물, 매운고추베이스분말, 조미유, 마늘, 마늘분말, 변성전분, 조미맛분, 파프리카추출물, 볶음고추풍미유, 정제염, 후추분, 유산균발효분말, 건양배추, 청경채, 오징어맛후레이크"
강릉 교동반점 짬뽕,215,P014332-ZZ-AVG,,삼양식품,2017,가공식품,유탕면,P014332,식약처 산업체제공('17),120,615.31,-,11.81,20.88,94.32,6.97,2186.2,0,10.51,-,0,"소맥분(호주산, 미국산), 변성전분, 팜유(말레이시아산), 정제염(국내산), 미감에스유, 해물베이스, 면류첨가알칼리제( 산도조절제), 구아검, 비타민B2, 구연산, 녹차풍미유","가쓰오다시, 오징어조미분말,감칠맛베이스에스, 청양고추시즈닝분말, 볶 음짬뽕베이스, 짬뽕육수 베이스, 하바네로맛 시즈닝, 정제염, 간장조미분말, 사골풍미분, 새우엑기스분말 정백당, 후추분, 맛베이스에 스, 홍합조미는 양념간장분, 감자전분, 양 파분, 향미증진제, 파프리카추출물, 잔탄검, 매운조미고추맛분, 팜유, 칠리추출물, 스테비 올배당체, 볶음고추풍미유, 불맛짬뽕조미유, 녹차풍미유, 건파, 동결건조 오징어, 실당근, 청경채, 표고슬라이스, 건브로콜리후레이크, 동결건조대파"
컵 맛있는라면,216,P014689-ZZ-AVG,,삼양식품,2017,가공식품,유탕면,P014689,식약처 산업체제공('17),80,280.64,-,4.93,10.82,41.34,3.2,1161.8,0,4.93,-,0,"소맥분(미국산, 호주산), 팜유(말레이시아산), 변성전분, 감자전분(독일산, 덴마크산), 정제염, 미감에스유, 탈지참깨분말, 양파엑기스, 면류첨가알칼리제(산도조절제), 구아검, 비타민B2, 구연산, 녹차풍미유","장수베이스, 정제염, 맛베이스에스, 정백당, 양념갈비맛분말, 매운고추베이스분말, 대파즙분말, 비프조미분말, 식물성간장분말, 조미맛분, 조미육개장분말, 참깨버터분말, 땅콩전지-엠, 매운양념분말, 육수맛분말, 혼합양념분말, 향미증진제, 후추분, 베이컨향분말, 볶음양념분말, 양파마늘엑기스분말, 콩나물엑기스분말, 햄맛분말, 고추씨향미유, 매운조미고추맛분, 비프맛시즈닝오일, 아미노산혼합제제(영양강화제, 향미증진제), 파프리카추출물, 마늘맛오일, 칠리추출물, 실당근, 청경채, 표고슬라이스, 건브로콜리후레이크, 건파"
